epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8128571510314941,4.999999873689376e-05,0.17790354788303375,0.9066666960716248,0.0895318016409874
1,0.8480952382087708,4.999999873689376e-05,0.1342659294605255,0.9111111164093018,0.08419831842184067
2,0.8714285492897034,4.999999873689376e-05,0.11881639808416367,0.9200000166893005,0.07699301838874817
3,0.8899999856948853,4.999999873689376e-05,0.11094818264245987,0.9155555367469788,0.07290463149547577
4,0.9028571248054504,4.999999873689376e-05,0.08054954558610916,0.9177777767181396,0.0626237541437149
